Gripper,Object,Close Gripper Force,Shake Gripper Amplitude,Force Move XYZ,Success_Count,,object_dim,,,
geltip_gripper,mustard_bottle,50,0.3,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,50,0.5,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,50,0.5,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,60,0.1,"[0.0, 0.0, 0.149]",10,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,60,0.1,"[0.0, 0.0, 0.16]",10,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,60,0.3,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,60,0.3,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,60,0.5,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,60,0.5,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,70,0.1,"[0.0, 0.0, 0.149]",10,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,70,0.1,"[0.0, 0.0, 0.16]",10,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,70,0.3,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,70,0.3,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,70,0.5,"[0.0, 0.0, 0.149]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,mustard_bottle,70,0.5,"[0.0, 0.0, 0.16]",0,,"(0.09823699999999999, 0.067215, 0.192166)",,,
geltip_gripper,large_clamp,200,0,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,200,0,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,200,0.1,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,200,0.1,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,200,0.3,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,200,0.3,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,250,0,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,250,0,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,250,0.1,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,250,0.1,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,250,0.3,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,250,0.3,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,300,0,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,300,0,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,300,0.1,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,300,0.1,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,300,0.3,"[-0.01, 0.02, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
geltip_gripper,large_clamp,300,0.3,"[-0.01, 0.01, 0.149]",0,,"(0.120721, 0.17166700000000001, 0.039871000000000004)",,,
